,comment,cl_comment,wordlist,emojis,sent,user,mentioned
1656,wing,wing,['wing'],[],pos,pk_p_o_o_j_a,[]
1657,❤️❤️,,[],"['❤', '❤']",pos,klassy.kyliee,[]
1658,Besties,besti,['besti'],[],pos,jolievmarrie,[]
1659,Kris J had some beautiful children 😍😍,kri j beauti children,"['kri', 'j', 'beauti', 'children']","['😍', '😍']",pos,1218gtown,[]
1660,Stunning 🔥🔥🔥🔥🔥🔥🔥,stun,['stun'],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,1218gtown,[]
1661,You’re amazing @kendalljenner 💜,amaz,['amaz'],['💜'],pos,matt17389,['kendalljenner']
1662,Hawtgai shodorgos 😂,hawtgai shodorgo,"['hawtgai', 'shodorgo']",['😂'],pos,afi1_na,[]
1663,❤️❤️,,[],"['❤', '❤']",pos,claudiaherrera9947,[]
1664,🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥']",pos,amrgreenny,[]
1665,❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤']",pos,abrahemanton013,[]
1666,😍👏,,[],"['😍', '👏']",pos,james_pellokila,[]
1667,@rheabue99 🔥😍,,[],"['🔥', '😍']",pos,edzvdg,['rheabue99']
1668,La deseo😍😍😍,la deseo,"['la', 'deseo']","['😍', '😍', '😍']",pos,hemiladygarcia,[]
1669,😍😍😍😍😍😍😍🔥🔥🔥❤️❤️❤️ mais une chose Pour quoi vous les stars vous vous mariée pas avec des simples gens,mai une chose pour quoi vou le star vou vou mari pa avec de simpl gen,"['mai', 'une', 'chose', 'pour', 'quoi', 'vou', 'le', 'star', 'vou', 'vou', 'mari', 'pa', 'avec', 'de', 'simpl', 'gen']","['😍', '😍', '😍', '😍', '😍', '😍', '😍', '🔥', '🔥', '🔥', '❤', '❤', '❤']",pos,ragnarock210821,[]
1670,Sexy,sexi,['sexi'],[],pos,se.lvakumar4285,[]
1671,sispo,sispo,['sispo'],[],pos,raaahaaax_pv,[]
1672,Gada niatan mau ngangkat aku jdi adek angkanya apa yak 🗿,gada niatan mau ngangkat aku jdi adek angkanya apa yak,"['gada', 'niatan', 'mau', 'ngangkat', 'aku', 'jdi', 'adek', 'angkanya', 'apa', 'yak']",['🗿'],pos,lkzxysf_de,[]
1673,😍😍😍,,[],"['😍', '😍', '😍']",pos,kekelikpoho,[]
1674,you re pure cuteness 🌺,pure cute,"['pure', 'cute']",['🌺'],pos,r_l_1oop,[]
1675,ف رمضضننن,,[],[],pos,assia.bendehiba,[]
1676,Lb 🔥,lb,['lb'],['🔥'],pos,jan.ep92,[]
1677,Where can we get this 😍,get,['get'],['😍'],pos,monique.botha.5661,[]
1678,💜💜🔥🔥🔥🔥,,[],"['💜', '💜', '🔥', '🔥', '🔥', '🔥']",pos,img178,[]
1679,LB😋😋😋😋😋,lb,['lb'],"['😋', '😋', '😋', '😋', '😋']",pos,dontexpectdiett,[]
1680,LB,lb,['lb'],[],pos,jan.ep92,[]
1681,nut,nut,['nut'],[],pos,99.5058535,[]
1682,road,road,['road'],[],pos,umarani1156,[]
1683,❤️❤️Hi,hi,['hi'],"['❤', '❤']",pos,javantailvan,[]
1684,Hello,hello,['hello'],[],pos,javantailvan,[]
1685,bore,bore,['bore'],[],neg,vijaymathi323,[]
1686,🔥🔥🔥🔥yapmaaaaaa,yapmaaaaaa,['yapmaaaaaa'],"['🔥', '🔥', '🔥', '🔥']",pos,z.atmaca_1907,[]
1687,suck,suck,['suck'],[],neg,amitagrahari78,[]
1688,🔥😍,,[],"['🔥', '😍']",pos,hella1106,[]
1689,赞肯豆我必瘦,,[],[],pos,i_am_ey_,[]
1690,赞肯豆我必瘦👏👏👏🙌🙌🙌🔥🔥❤️❤️😍,,[],"['👏', '👏', '👏', '🙌', '🙌', '🙌', '🔥', '🔥', '❤', '❤', '😍']",pos,i_am_ey_,[]
1691,tacit,tacit,['tacit'],[],pos,balasaheb5568,[]
1692,tacit,tacit,['tacit'],[],pos,balasaheb5568,[]
1693,Así no,,[],[],pos,victorrmunozz,[]
1694,Golsn xnsn,golsn xnsn,"['golsn', 'xnsn']",[],pos,ishara.sadamal,[]
1695,Tlsn rel boi,tlsn rel boi,"['tlsn', 'rel', 'boi']",[],pos,ishara.sadamal,[]
1696,purple,purpl,['purpl'],[],pos,rajn.ish672,[]
1697,@veditaaaa_99 🥵,,[],['🥵'],pos,vaishnavi__0212,['veditaaaa_99']
1698,@vaishnavi__0212 🔥🔥,,[],"['🔥', '🔥']",pos,veditaaaa_99,['vaishnavi__0212']
1699,sneeze,sneez,['sneez'],[],pos,pranav_subash,[]
1700,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,george_michael_iconking,[]
1701,Beautiful,beauti,['beauti'],[],pos,oscarblue47,[]
1702,Lb lb lb 💙💙💙,lb lb lb,"['lb', 'lb', 'lb']","['💙', '💙', '💙']",pos,anotherresidence,[]
1703,@anotherresidence lblblblblblbl,lblblblblblbl,['lblblblblblbl'],[],pos,vahid1994m,['anotherresidence']
1704,Lb lb lb,lb lb lb,"['lb', 'lb', 'lb']",[],pos,anotherresidence,[]
1705,São lindas demais gente 😍 arrasou! 🔥,linda demai gent arras,"['linda', 'demai', 'gent', 'arras']","['😍', '🔥']",pos,rafaela_dias_martins.rm,[]
1706,don't watch my story,nt watch stori,"['nt', 'watch', 'stori']",[],pos,_javokh_07,[]
1707,I'm prettier lol🔥,prettier lol,"['prettier', 'lol']",['🔥'],pos,mclawhornclint,[]
1708,linda,linda,['linda'],[],pos,luaninha.santos0122,[]
1709,❤️,,[],['❤'],pos,veyis756,[]
1710,quicksand,quicksand,['quicksand'],[],pos,pa.la4161,[]
1711,😢😍😢👏🔥,,[],"['😢', '😍', '😢', '👏', '🔥']",pos,soljar916,[]
1712,lively,live,['live'],[],pos,kushwaha_kumari,[]
1713,Mommy,mommi,['mommi'],[],pos,niywebster,[]
1714,You look like an alien with those ugly feet of yours. And that light brown hair color doesn’t suit you at all.,look like alien ugli feet light brown hair color suit,"['look', 'like', 'alien', 'ugli', 'feet', 'light', 'brown', 'hair', 'color', 'suit']",[],pos,zoezoehshshsv,[]
1715,xd,xd,['xd'],[],pos,nicoxadip,[]
1716,puzzled,puzzl,['puzzl'],[],pos,mirtunjay5539,[]
1717,Rowsss ✨✨,rowsss,['rowsss'],"['✨', '✨']",pos,mathildeskjoldborg,[]
1718,🙌,,[],['🙌'],pos,ansarprince336,[]
1719,Hi,hi,['hi'],[],pos,ansarprince336,[]
1720,Lb promiseee 💘,lb promisee,"['lb', 'promisee']",['💘'],pos,mathildeskjoldborg,[]
1721,댜,,[],[],pos,4thindays,[]
1722,carry,carri,['carri'],[],pos,venu_goud_rack_,[]
1723,lblblblb,lblblblb,['lblblblb'],[],pos,mathildeskjoldborg,[]
1724,❤️❤️❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤', '❤', '❤']",pos,roxie_aestheticss,[]
1725,❤️🔥🔥🔥🔥🔥,,[],"['❤', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,sundapao83,[]
1726,spicy,spici,['spici'],[],pos,sathya6337,[]
1727,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,ibabe_143,[]
1728,😂😂😂,,[],"['😂', '😂', '😂']",pos,crakeb0,[]
1729,🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥']",pos,crakeb0,[]
1730,❤️🔥😂😂😂😍,,[],"['❤', '🔥', '😂', '😂', '😂', '😍']",pos,crakeb0,[]
1731,🔥🔥🔥❤️,,[],"['🔥', '🔥', '🔥', '❤']",pos,crakeb0,[]
1732,❤️,,[],['❤'],pos,pwn.nok,[]
1733,@rarebeauty is such a good nices products than @kyliecosmetics lol😂😂😂😂😂,good nice product lol,"['good', 'nice', 'product', 'lol']","['😂', '😂', '😂', '😂', '😂']",pos,jhorc78,"['rarebeauty', 'kyliecosmetics']"
1734,😍👏,,[],"['😍', '👏']",pos,mubashirali5207,[]
1735,Омг 😮 🔥🔥,,[],"['😮', '🔥', '🔥']",pos,havvageydarova,[]
1736,🔥🔥🔥,,[],"['🔥', '🔥', '🔥']",pos,yung_jamaica,[]
1737,❤️❤️,,[],"['❤', '❤']",pos,rene_salah,[]
1738,👏,,[],['👏'],pos,rene_salah,[]
1739,"I know chances of you seeing this are slim to none. But I’m really struggling to lay my rent this month. It’s $550. Cash app $dustindowhower1
Help if you can… sorry.. life has been throwing me all curve balls lately",know chanc see slim none realli struggl lay rent month 550 cash app dustindowhower1 help sorri life throw curv ball late,"['know', 'chanc', 'see', 'slim', 'none', 'realli', 'struggl', 'lay', 'rent', 'month', '550', 'cash', 'app', 'dustindowhower1', 'help', 'sorri', 'life', 'throw', 'curv', 'ball', 'late']",[],pos,deelawinski,[]
1740,مزز😭😍😍😍,,[],"['😭', '😍', '😍', '😍']",pos,itsmvryemw,[]
1741,So very hot❤️,hot,['hot'],['❤'],pos,jaswindersinghsingh31,[]
1742,OMGGG KENNY YOUR SO BEAUTIFUL OMGG I… WOWW,omggg kenni beauti omgg woww,"['omggg', 'kenni', 'beauti', 'omgg', 'woww']",[],pos,promisesofie,[]
1743,❤️hola,hola,['hola'],['❤'],pos,luciabarriolopez,[]
1744,🔥🔥🔥🔥😭😭😭😭,,[],"['🔥', '🔥', '🔥', '🔥', '😭', '😭', '😭', '😭']",pos,ednasedorante,[]
1745,@selenagomez is more beautiful & famous than u two! Lol😂😂😂😂😂😂 @kyliejenner,beauti famou u two lol,"['beauti', 'famou', 'u', 'two', 'lol']","['😂', '😂', '😂', '😂', '😂', '😂']",pos,jhorc78,"['selenagomez', 'kyliejenner']"
1746,LBbLb,lbblb,['lbblb'],[],pos,thevampfae,[]
1747,Love it❤️,love,['love'],['❤'],pos,oohshunmira,[]
1748,P,p,['p'],[],pos,haristalradin,[]
1749,❤️,,[],['❤'],pos,ddiuber,[]
1750,Uhhhh myyyy loveeeee 🥂,uhhhh myyyy loveeee,"['uhhhh', 'myyyy', 'loveeee']",['🥂'],pos,_.raiyxxnnn___,[]
1751,https://opensea.io/Jack198812,http openseaiojack198812,"['http', 'openseaiojack198812']",[],pos,jackbeatl,[]
1752,❤️,,[],['❤'],pos,sara.y9917,[]
1753,wind,wind,['wind'],[],pos,mysharm9,[]
1754,permit,permit,['permit'],[],pos,gabyrossi75,[]
1755,permit,permit,['permit'],[],pos,gabyrossi75,[]
1756,🧭🧭🧭🧭🧭💪🏾✌🏾,,[],"['🧭', '🧭', '🧭', '🧭', '🧭', '💪', '🏾', '✌', '🏾']",pos,1poge4u,[]
1757,married,marri,['marri'],[],pos,srir.am821,[]
1758,Hl,hl,['hl'],[],pos,ibarguensaucedo,[]
1759,💜,,[],['💜'],pos,simply.maria19,[]
1760,Kyliecospost,kyliecospost,['kyliecospost'],[],pos,loveable1991gudu,[]
1761,Hot girls😍🔥,hot girl,"['hot', 'girl']","['😍', '🔥']",pos,_.caacaa21,[]
1762,zealous,zealou,['zealou'],[],pos,jitxu,[]
1763,bare,bare,['bare'],[],pos,drayolandaibarra,[]
1764,Kendall yr a sexy beautiful woman  wit nice feet n legs n im happy for u deserve something good keep on shooting for the stars,kendal yr sexi beauti woman wit nice feet n leg n im happi u deserv someth good keep shoot star,"['kendal', 'yr', 'sexi', 'beauti', 'woman', 'wit', 'nice', 'feet', 'n', 'leg', 'n', 'im', 'happi', 'u', 'deserv', 'someth', 'good', 'keep', 'shoot', 'star']",[],pos,colganjames23,[]
1765,Beautiful!,beauti,['beauti'],[],pos,blatterrick,[]
1766,Soo wild ❤️👏👏,soo wild,"['soo', 'wild']","['❤', '👏', '👏']",pos,mimidamistar,[]
1767,ابوني ابوني,,[],[],pos,arwaaaa0909,[]
1768,🔥🔥🔥🔥😍❤️,,[],"['🔥', '🔥', '🔥', '🔥', '😍', '❤']",pos,sagar_dahriya08,[]
1769,3x3lb fiert lb 😍😍,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['😍', '😍']",pos,jhonatanrosariotv,[]
1770,3x3lb fiert lb ❤️🙌🔥,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['❤', '🙌', '🔥']",pos,jhonatanrosariotv,[]
1771,3x3lb fiert lb ❤️🙌🔥,3x3lb fiert lb,"['3x3lb', 'fiert', 'lb']","['❤', '🙌', '🔥']",pos,jhonatanrosariotv,[]
1772,@fernandez_laurianne,,[],[],pos,annelisemercier,['fernandez_laurianne']
1773,3x3lb fiert ❤️🙌,3x3lb fiert,"['3x3lb', 'fiert']","['❤', '🙌']",pos,jhonatanrosariotv,[]
1774,knotty,knotti,['knotti'],[],pos,_zmuza,[]
1775,material,materi,['materi'],[],pos,bronpidslava,[]
1776,ghost,ghost,['ghost'],[],neg,sathaphonchanaboon,[]
1777,🖤,,[],['🖤'],pos,ay.luke_,[]
1778,Cmon brodis they don’t know us keep your head up high 👏,cmon brodi know us keep head high,"['cmon', 'brodi', 'know', 'us', 'keep', 'head', 'high']",['👏'],pos,dillkill210,[]
1779,Wow,wow,['wow'],[],pos,mdmehedi6703,[]
1780,Hi,hi,['hi'],[],pos,lsatasall,[]
1781,Oye le puedes decir a tu cuñado que me conteste el dm,oye le pued decir tu cuado que contest el dm,"['oye', 'le', 'pued', 'decir', 'tu', 'cuado', 'que', 'contest', 'el', 'dm']",[],pos,_milowo_,[]
1782,🔥,,[],['🔥'],pos,smdc_sm,[]
1783,Sont belles 😍,sont bell,"['sont', 'bell']",['😍'],pos,nirinchak,[]
1784,mine ang nakapurple!,mine ang nakapurpl,"['mine', 'ang', 'nakapurpl']",[],pos,chrissaa_a,[]
1785,Salut ❤️,salut,['salut'],['❤'],pos,soufianeissa051,[]
1786,Twins?,twin,['twin'],[],pos,inara_amabile,[]
1787,Lb,lb,['lb'],[],pos,erlleonico,[]
1788,Row,row,['row'],[],pos,erlleonico,[]
1789,Vocês enviam para o Brasil ?,voc enviam para brasil,"['voc', 'enviam', 'para', 'brasil']",[],pos,samaradevivofaria,[]
1790,development,develop,['develop'],[],pos,sfjbjkn,[]
1791,🔥,,[],['🔥'],pos,coffee_with_bhuvan,[]
1792,Bombas,bomba,['bomba'],[],pos,agustinacabrera6,[]
1793,❤️❤️❤️❤️,,[],"['❤', '❤', '❤', '❤']",pos,mayschard,[]
1794,"@samillylimaaa, o nosso assim sai?",nosso assim sai,"['nosso', 'assim', 'sai']",[],pos,mayschard,['samillylimaaa']
1795,@mayschard 😍,,[],['😍'],pos,samillylimaaa,['mayschard']
1796,Nanganak na diay si kylie,nanganak na diay si kyli,"['nanganak', 'na', 'diay', 'si', 'kyli']",[],pos,aprilfrfrngl,[]
1797,🤍🤍,,[],"['🤍', '🤍']",pos,goreirl.hottie_,[]
1798,Rate,rate,['rate'],[],pos,hero_josephinecloset,[]
1799,Lblblb,lblblb,['lblblb'],[],pos,hero_josephinecloset,[]
1800,Likeback,likeback,['likeback'],[],pos,hero_josephinecloset,[]
1801,Firstl,firstl,['firstl'],[],pos,hero_josephinecloset,[]
1802,Like,like,['like'],[],pos,hero_josephinecloset,[]
1803,Like,like,['like'],[],pos,hero_josephinecloset,[]
1804,Lblb,lblb,['lblb'],[],pos,hero_josephinecloset,[]
1805,favs,fav,['fav'],[],pos,outermcrvel,[]
1806,prettiest,prettiest,['prettiest'],[],pos,outermcrvel,[]
1807,سلام❤️,,[],['❤'],pos,safordkhe,[]
1808,في رمضان؟,,[],[],pos,nuha.a7med,[]
1809,milf sama neesan pilih mana cg? @frmnsyhhhhh,milf sama neesan pilih mana cg,"['milf', 'sama', 'neesan', 'pilih', 'mana', 'cg']",[],pos,anwarspcs,['frmnsyhhhhh']
1810,@anwarspcs milf always,milf alway,"['milf', 'alway']",[],pos,frmnsyhhhhh,['anwarspcs']
1811,@frmnsyhhhhh keep my wife name out your fckng mouth,keep wife name fckng mouth,"['keep', 'wife', 'name', 'fckng', 'mouth']",[],pos,anwarspcs,['frmnsyhhhhh']
1812,Beautiful,beauti,['beauti'],[],pos,farshadshadiya,[]
1813,Nur Alam,nur alam,"['nur', 'alam']",[],pos,nuralom5152,[]
1814,I spit on your whole industry,spit whole industri,"['spit', 'whole', 'industri']",[],pos,asengegov,[]
1815,❤️❤️❤️🔥🔥,,[],"['❤', '❤', '❤', '🔥', '🔥']",pos,sukhpreetkaur2737,[]
1816,😍😍😍,,[],"['😍', '😍', '😍']",pos,maxoliveira3031,[]
1817,LuvU,luvu,['luvu'],[],pos,oksowhat552,[]
1818,جمال كايلي 😢💋💋💋,,[],"['😢', '💋', '💋', '💋']",pos,8eogl,[]
1819,Follow🙌,follow,['follow'],['🙌'],pos,bbyiyyaa,[]
1820,hi your twin's,hi twin,"['hi', 'twin']",[],pos,danicagarcia27,[]
1821,😍😁,,[],"['😍', '😁']",pos,atmnfvz,[]
1822,😩🥺😍😍😍,,[],"['😩', '🥺', '😍', '😍', '😍']",pos,valbaltodano,[]
1823,"Please help me afford school! Hi Kendall and Kylie! My name is Sali' McCampbell and I’m a senior in high school. I got into the University of Southern California (the school of my dreams) but my family can’t afford to go. I’m hoping to raise enough money so I don’t have to give up on my dreams of being a screenwriter. Can you please donate some money to my gofundme, please? Even just a little bit helps.
(If you don’t trust the link my gofundme title is Help Sali' Go to USC). Thank you! https://www.gofundme.com/f/donate-to-help-sali-go-to-usc?utm_source=customer&utm_medium=copy_link&utm_campaign=p_cf+share-flow-1",pleas help afford school hi kendal kyli name sali mccampbel senior high school got univers southern california school dream famili afford go hope rais enough money give dream screenwrit pleas donat money gofundm pleas even littl bit help trust link gofundm titl help sali go usc thank http wwwgofundmecomfdonatetohelpsaligotousc utmsourcecustom utmmediumcopylink utmcampaignpcfshareflow1,"['pleas', 'help', 'afford', 'school', 'hi', 'kendal', 'kyli', 'name', 'sali', 'mccampbel', 'senior', 'high', 'school', 'got', 'univers', 'southern', 'california', 'school', 'dream', 'famili', 'afford', 'go', 'hope', 'rais', 'enough', 'money', 'give', 'dream', 'screenwrit', 'pleas', 'donat', 'money', 'gofundm', 'pleas', 'even', 'littl', 'bit', 'help', 'trust', 'link', 'gofundm', 'titl', 'help', 'sali', 'go', 'usc', 'thank', 'http', 'wwwgofundmecomfdonatetohelpsaligotousc', 'utmsourcecustom', 'utmmediumcopylink', 'utmcampaignpcfshareflow1']",[],pos,sali_mcc,[]
1824,how can Chinese people buy these？where’s channel ?,chines peopl buy thesewher channel,"['chines', 'peopl', 'buy', 'thesewher', 'channel']",[],pos,_jc976_,[]
1825,Loveuboth😘,loveuboth,['loveuboth'],['😘'],pos,yannuhgurl,[]
1826,Nise,nise,['nise'],[],pos,mahtobikki8,[]
1827,I said,said,['said'],[],pos,_karamilakaroma,[]
1828,Lb,lb,['lb'],[],pos,jenzobean2go,[]
1829,Lb x3,lb x3,"['lb', 'x3']",[],pos,jenzobean2go,[]
1830,lethal,lethal,['lethal'],[],pos,dbrodbros,[]
1831,😍😍😍,,[],"['😍', '😍', '😍']",pos,noddy_boy_raja,[]
1832,Eric Atta Acheampong 👏 Ghana 🇬🇭,eric atta acheampong ghana,"['eric', 'atta', 'acheampong', 'ghana']",['👏'],pos,acheampongericatta,[]
1833,Hello dear good afternoon how are you 🙏,hello dear good afternoon,"['hello', 'dear', 'good', 'afternoon']",['🙏'],pos,acheampongericatta,[]
1834,EU GOSTO MUITO DE FLORES....ELAS MI INSPIRAM A VIVER INTENSAMENTE. ELAS TAÕ SEMPRE LINDAS....MARAVILHOSAS....EU AMO AS FLORES....🌎🌙,eu gosto muito de flore ela mi inspiram viver intensament ela ta sempr linda maravilhosa eu amo flore,"['eu', 'gosto', 'muito', 'de', 'flore', 'ela', 'mi', 'inspiram', 'viver', 'intensament', 'ela', 'ta', 'sempr', 'linda', 'maravilhosa', 'eu', 'amo', 'flore']","['🌎', '🌙']",pos,spartacopettinelli,[]
1835,🔥,,[],['🔥'],pos,danicsbelmonte,[]
1836,🔥,,[],['🔥'],pos,juniorrrivera71,[]
1837,😍😍😍,,[],"['😍', '😍', '😍']",pos,myidisan,[]
1838,🔥🔥,,[],"['🔥', '🔥']",pos,_shivani___25,[]
1839,Hi good bb,hi good bb,"['hi', 'good', 'bb']",[],pos,juniorrrivera71,[]
1840,❤️,,[],['❤'],pos,musakhan1875,[]
1841,❤️,,[],['❤'],pos,marcelagarcia5100,[]
1842,Perfeitas...,perfeita,['perfeita'],[],pos,danimorenabr,[]
1843,Hi janu l ❤️u ji,hi janu l u ji,"['hi', 'janu', 'l', 'u', 'ji']",['❤'],pos,chhibbardaulat,[]
1844,Lb,lb,['lb'],[],pos,danielaichiyanagui,[]
1845,Top,top,['top'],[],pos,iistatoah1998,[]
1846,3x3,3x3,['3x3'],[],pos,joceebed,[]
1847,Lb🔥,lb,['lb'],['🔥'],pos,joceebed,[]
1848,Lb 🔥,lb,['lb'],['🔥'],pos,joceebed,[]
1849,Lb 🔥,lb,['lb'],['🔥'],pos,joceebed,[]
1850,"The lawyer family did a wonderful job raising Baby Harpo. Mom and I were going to ship you out to Canada because we were very young, and figured the Canadian Indians would raise you to be a great outdoors-man. Thanks mama for talking me out of it. Keep up the good work Baby girl#1, and always remember ""Daddy Loves"".",lawyer famili wonder job rais babi harpo mom go ship canada young figur canadian indian would rais great outdoorsman thank mama talk keep good work babi girl 1 alway rememb daddi love,"['lawyer', 'famili', 'wonder', 'job', 'rais', 'babi', 'harpo', 'mom', 'go', 'ship', 'canada', 'young', 'figur', 'canadian', 'indian', 'would', 'rais', 'great', 'outdoorsman', 'thank', 'mama', 'talk', 'keep', 'good', 'work', 'babi', 'girl', '1', 'alway', 'rememb', 'daddi', 'love']",[],pos,paverman1113,[]
1851,Lmao if you were ever this close to my face I would be like oh my God fuck off @yumersonsfoods,lmao ever close face would like oh god fuck,"['lmao', 'ever', 'close', 'face', 'would', 'like', 'oh', 'god', 'fuck']",[],pos,kandiceirene,['yumersonsfoods']
1852,The purple giving 🔥,purpl give,"['purpl', 'give']",['🔥'],pos,king_jeffree00,[]
1853,Cute ❤️,cute,['cute'],['❤'],pos,tiinadanielle,[]
1854,@kaybykatrina @katrinakaif 😍😍,,[],"['😍', '😍']",pos,pr.anali9429,"['kaybykatrina', 'katrinakaif']"
1855,Dicks,dick,['dick'],[],neg,heatherperrin18,[]
1856,الميكياج خرب خلق كل البنات,,[],[],pos,ot.sh.0,[]
1857,candle looks so good,candl look good,"['candl', 'look', 'good']",[],pos,alissoomn,[]
1858,"https://momof32022.blogspot.com/?m=1 
Follow",http momof32022blogspotcom m1 follow,"['http', 'momof32022blogspotcom', 'm1', 'follow']",[],pos,thisis32022,[]
1859,"https://momof32022.blogspot.com/?m=1 
Follow",http momof32022blogspotcom m1 follow,"['http', 'momof32022blogspotcom', 'm1', 'follow']",[],pos,thisis32022,[]
1860,⚛️💇✡️👭✡️💇⚛️,,[],"['⚛', '💇', '✡', '👭', '✡', '💇', '⚛']",pos,moebius_strip3.1416,[]
1861,Is Good 😍😘😘,good,['good'],"['😍', '😘', '😘']",pos,llah8683,[]
1862,All items is sold out!,item sold,"['item', 'sold']",[],pos,ybb6_,[]
1863,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,,[],"['🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥', '🔥']",pos,luelzone,[]
1864,Recent! 🌿🤍🌿🤍,recent,['recent'],"['🌿', '🤍', '🌿', '🤍']",pos,anotherresidence,[]
1865,😮,,[],['😮'],pos,power_gym_guachy,[]
1866,I love you Kylie Jenner,love kyli jenner,"['love', 'kyli', 'jenner']",[],pos,alyssarosario007,[]
1867,واو,,[],[],pos,nisrin_almusawiu,[]
1868,🔥,,[],['🔥'],pos,hd.palash.731,[]
1869,❤️🙌,,[],"['❤', '🙌']",pos,itsme_jyn,[]
1870,Kendall is a true model ❤️,kendal true model,"['kendal', 'true', 'model']",['❤'],pos,klink2u,[]
1871,Lovely,love,['love'],[],pos,kazhalvaziri,[]
